#	x_axis	y_axis
	 0	0.203962
	 1	0.00439802
	 2	-0.533375
	 3	-0.667573
	 4	-0.566296
	 5	-0.416085
	 6	-0.41888
	 7	-0.481768
	 8	-0.49926
	 9	-0.401421
	 10	-0.398589
	 11	-0.493901
	 12	-0.540676
	 13	-0.527209
	 14	-0.599057
	 15	-0.793084
	 16	-0.797784
	 17	-0.788009
	 18	-0.722419
	 19	-0.716023
	 20	-0.747756
	 21	-0.629284
	 22	-0.54039
	 23	-0.583036
	 24	-0.554271
	 25	-0.473503
	 26	-0.427468
	 27	-0.670237
	 28	-0.799592
	 29	-0.799971
	 30	-0.650134
	 31	-0.614199
	 32	-0.609426
	 33	-0.610268
	 34	-0.521368
	 35	-0.470292
	 36	-0.430619
	 37	-0.358139
	 38	-0.21651
	 39	-0.374485
	 40	-0.837829
	 41	-0.987393
	 42	-0.904129
	 43	-0.653357
	 44	-0.490863
	 45	-0.676246
	 46	-0.695921
	 47	-0.639159
	 48	-0.559682
	 49	-0.506344
	 50	-0.438208
	 51	-0.345396
	 52	-0.57808
	 53	-0.918113
	 54	-0.878551
	 55	-0.77293
	 56	-0.585602
	 57	-0.46464
	 58	-0.809442
	 59	-1.11352
	 60	-0.964274
	 61	-0.798553
	 62	-0.503364
	 63	-0.169889
	 64	-0.273226
	 65	-0.592207
	 66	-0.644657
	 67	-0.512369
	 68	-0.455484
	 69	-0.61655
	 70	-0.627653
	 71	-0.28949
	 72	0.129802
	 73	0.169005
	 74	-0.209065
	 75	-0.448272
	 76	-0.391034
	 77	-0.519813
	 78	-0.889591
	 79	-1.10559
	 80	-1.01791
	 81	-0.740058
	 82	-0.421883
	 83	-0.66314
	 84	-1.00388
	 85	-0.974267
	 86	-0.970684
	 87	-0.717198
	 88	-0.430752
	 89	-0.581081
	 90	-1.01195
	 91	-1.10317
	 92	-1.07906
	 93	-0.905092
	 94	-0.820909
	 95	-0.815389
	 96	-1.07301
	 97	-1.14465
	 98	-0.958543
	 99	-0.83353
	 100	-0.782837
	 101	-0.815562
	 102	-0.922367
	 103	-0.965837
	 104	-0.950973
	 105	-0.892071
	 106	-0.944111
	 107	-0.936098
	 108	-0.925215
	 109	-0.783939
	 110	-0.814499
	 111	-0.716587
	 112	-0.692591
	 113	-0.828403
	 114	-0.985781
	 115	-0.910405
	 116	-0.801259
	 117	-0.794584
	 118	-0.932144
	 119	-1.07514
	 120	-1.00076
	 121	-0.815787
	 122	-0.59398
	 123	-0.320261
	 124	-0.323341
	 125	-0.723875
	 126	-1.02948
	 127	-0.945614
	 128	-0.720933
	 129	-0.320765
	 130	-0.461257
	 131	-0.961673
	 132	-0.985231
	 133	-0.915712
	 134	-0.752945
	 135	-0.455649
	 136	-0.331251
	 137	-0.410522
	 138	-0.679107
	 139	-0.760789
	 140	-0.722575
	 141	-0.535797
	 142	-0.451155
	 143	-0.64472
	 144	-0.956522
	 145	-0.799225
	 146	-0.719942
	 147	-0.572532
	 148	-0.485121
	 149	-0.437698
	 150	-0.434533
	 151	-0.610877
	 152	-0.740711
	 153	-0.732056
	 154	-0.544962
	 155	-0.506246
	 156	-0.749942
	 157	-0.881791
	 158	-0.811797
	 159	-0.703378
	 160	-0.576557
	 161	-0.542186
	 162	-0.586711
	 163	-0.587477
	 164	-0.714847
	 165	-0.761679
	 166	-0.756676
	 167	-0.777641
	 168	-0.958181
	 169	-0.977754
	 170	-0.894247
	 171	-0.713
	 172	-0.671473
	 173	-0.660681
	 174	-0.609289
	 175	-0.53491
	 176	-0.499938
	 177	-0.561872
	 178	-0.670826
	 179	-0.640361
	 180	-0.635704
	 181	-0.726067
	 182	-0.746254
	 183	-0.734066
	 184	-0.68517
	 185	-0.639366
	 186	-0.618619
	 187	-0.559558
	 188	-0.555123
	 189	-0.730947
	 190	-0.789025
	 191	-0.858775
	 192	-0.878088
	 193	-1.01415
	 194	-0.989621
	 195	-0.834714
	 196	-0.840838
	 197	-0.864581
	 198	-0.911703
	 199	-0.859763
	 200	-0.750539
	 201	-0.606927
	 202	-0.566969
	 203	-0.686641
	 204	-0.841205
	 205	-0.990359
	 206	-0.970013
	 207	-0.880792
	 208	-0.790103
	 209	-0.725903
	 210	-0.866311
	 211	-0.927577
	 212	-0.882894
	 213	-0.717329
	 214	-0.758639
	 215	-0.835784
	 216	-0.921998
	 217	-0.937172
	 218	-0.951087
	 219	-1.03257
	 220	-0.912909
	 221	-0.960559
	 222	-0.969704
	 223	-0.973834
	 224	-0.861182
	 225	-0.835393
	 226	-0.915832
	 227	-1.00526
	 228	-1.04796
	 229	-0.902964
	 230	-0.870042
	 231	-0.983843
	 232	-1.0253
	 233	-0.956032
	 234	-0.87379
	 235	-0.80999
	 236	-0.759917
	 237	-0.742163
	 238	-0.661433
	 239	-0.624361
	 240	-0.807129
	 241	-0.846399
	 242	-0.827833
	 243	-0.857112
	 244	-1.036
	 245	-1.0512
	 246	-0.883264
	 247	-0.8981
	 248	-0.897775
	 249	-1.00058
	 250	-0.98571
	 251	-0.874497
	 252	-0.860242
	 253	-0.87311
	 254	-1.03191
	 255	-1.10639
	 256	-0.993262
	 257	-0.938246
	 258	-0.960822
	 259	-0.968495
	 260	-1.02757
	 261	-0.958773
	 262	-0.997212
	 263	-0.931068
	 264	-0.881398
	 265	-0.965625
	 266	-0.868389
	 267	-0.957692
	 268	-0.948559
	 269	-1.08324
	 270	-0.965606
	 271	-0.855221
	 272	-0.86736
	 273	-0.888696
	 274	-0.996666
	 275	-0.885659
	 276	-0.833487
	 277	-0.743992
	 278	-0.852566
	 279	-0.972328
	 280	-1.07361
	 281	-1.02372
	 282	-0.913538
	 283	-0.989357
	 284	-1.03398
	 285	-0.971771
	 286	-0.967227
	 287	-1.01364
	 288	-1.0665
	 289	-0.891366
	 290	-0.806773
	 291	-0.805288
	 292	-1.04503
	 293	-1.13421
	 294	-1.00892
	 295	-0.828478
	 296	-0.813495
	 297	-0.810115
	 298	-1.0537
	 299	-1.00968
	 300	-0.950188
	 301	-0.860801
	 302	-0.792768
	 303	-0.820322
	 304	-0.959296
	 305	-0.995624
	 306	-1.03581
	 307	-0.971845
	 308	-1.00039
	 309	-0.93775
	 310	-0.893904
	 311	-0.918695
	 312	-0.999233
	 313	-1.00443
	 314	-0.930008
